,artist,musicbrainz_id,spotify_id,type,followers,genres,popularity
7491,Дмитрий Покровский,24ebed97-8716-40e8-9488-a656939263e5,,Person,0,[],0
7492,Андрей Лобашев,1acf3557-fee0-408d-a1eb-32b2d6ba1c15,1H1DnwvLFCmcrj6lp9sohN,Person,4,[],4
7493,DJ Jan Carlo,714b0e38-bef1-47e1-9383-9713600b3410,,Person,0,[],0
7494,Ян Давыдов,10abbc8b-a88f-4567-8fd9-9c3d91e087ee,,Person,0,[],0
7495,Игорь Быстров,7766199e-18bb-4534-afcf-970e9b862992,,Person,0,[],0
7496,Майя Котовская,1cf7254d-8a97-4b1d-9a32-c8d14034a804,,Person,0,[],0
7497,Sergei Dreznin,bcd084eb-09bf-422f-9186-48d1b6d6ebbb,5wx9pLhAX19lLn7mKKlVh0,Person,18,[],0
7498,Владимир Рябов,237ae9cf-85e0-466f-8f39-0e40da870e22,63umPijbMYELOWOkbyLMAh,Person,0,[],0
7499,Евгений Серов,7399758c-cf66-46f1-8ccc-e64e19c90f6d,,Person,0,[],0
7500,Андрей Сергеев,307a8742-baea-43cc-bcd5-3e6fd39f218f,3tonf8nwjh5RV0mYeXIVjI,Person,1,[],0
7501,Александр Разин,e06e0235-ea1f-4f7d-94ff-7e5cb50f21e2,,Person,0,[],0
7502,Денис Кабанов,81b919e8-8241-4806-b84d-5c6a601540fa,23LqCpQiar3lorSEODkGxQ,Person,0,[],0
7503,Наталья Ильинична Ионова,faf096a4-df9a-48ec-8e69-69f221bd7031,,Person,0,[],0
7504,Дмитрий Кричевский,1db59d1d-4eef-4539-a9ad-113083d89c58,,Person,0,[],0
7505,Александр Волков,ea5bf071-3f88-42bd-9e82-f6fae049ffc2,3jGgvV39OJfgQCcgKg9rYo,Person,6,[],12
7506,Константин Андреев,7049a0f3-61df-4828-a24f-f401a68f5bbb,,Person,0,[],0
7507,Василий Крачковский,6f33a1d3-9c88-4b2a-b032-c3bb8d08d35a,,Person,0,[],0
7508,Дмитрий Антонюк,6a89a644-0048-4bf9-ae06-7e53ed79dc32,,Person,0,[],0
7509,Константин Алексеевич Коровин,4d874a70-645b-4ccd-84ba-69d224b0600a,,Person,0,[],0
7510,Михаил Васильевич Нестеров,18dca584-5550-4e53-a98a-cf4e45958be9,,Person,0,[],0
7511,Влад Афанасов,2224684e-67d5-4c6a-a8e6-74f21e50d3e7,,Person,0,[],0
7512,Алексей Панкратов,6408c78f-9ca7-4b90-930b-806d46c01ce2,,Person,0,[],0
7513,Ariel,763ea1f8-85f3-4335-bfe8-fe4fd8194512,2Lxa3SFNEW0alfRvtdXOul,Person,2262969,"['banda', 'nuevo regional mexicano']",69
7514,Александр Сахаров,3c67cf47-8def-47bf-91e2-52c235cf4f26,,Person,0,[],0
7515,Константин Дмитриевич Бальмонт,f54e30a2-897d-47e2-b0f1-b4baa7c8240f,,Person,0,[],0
7516,Максим Семёнов,35ea6ff5-87e6-4ec4-869d-3554343d44b1,,Person,0,[],0
7517,Кирилл Петров,6b519ce0-53ba-472f-a772-d13d686fd547,,Person,0,[],0
7518,Лайманас Жюлпа,f4faf6bf-732b-441a-95d8-c7fd7f4554c0,,Person,0,[],0
7519,Василий Алексеевич Пашкевич,9b3c7608-8dfe-4345-9b77-aac6db048273,,Person,0,[],0
7520,Achilles Alferaki,97ca1418-e5b0-415c-9a01-1cdb29484c8f,,Person,0,[],0
7521,Tamara Bocharnikova,4e6fa4ac-0600-4156-8ab3-96331ff8d49a,,Person,0,[],0
7522,Igor Ivanushkin,212fe6f7-9f33-4d1e-b594-ad0d8821e1ef,1IR9BB8796yJrVaaUgsqNZ,Person,2,[],0
7523,Лев Моисеевич Цейтлин,91495488-ece6-4982-81a1-d2b187bef0d3,,Person,0,[],0
7524,Aleksandr Yurasovsky,a1cad261-fc98-424a-b9bf-de1de2765ba4,,Person,0,[],0
7525,DJ Nikolay-D,ac62d0ff-0639-427d-9677-d268bf3ae8a0,62TOGJf0t6UORhjMxOLjtp,Person,9,[],0
7526,Mikhail Yegorov,aba799b3-c921-41a2-91c0-b37be0a71a8d,5pb2fPVPkCYwgHY3AWFBnV,Person,0,[],0
7527,Эдуард Платонов,8f3ffd29-12d7-4d1f-9279-8f8596dd5f69,,Person,0,[],0
7528,Максим Логвинов,91c8459f-9b0c-44f7-bad7-e6cc324e899e,,Person,0,[],0
7529,Никита Алтунин,1bb47e13-e7cb-445c-af93-e661cbf6114e,,Person,0,[],0
7530,Юра Голотюк,62280c60-a0ae-4da8-921e-9600166ed0b7,,Person,0,[],0
7531,Борис Львов-Анохин,6c7be714-6c78-4d18-a618-911e0466529b,,Person,0,[],0
7532,Анастасия Осипова,7386a86b-3720-4851-9ed0-2a20d37e37f4,,Person,0,[],0
7533,Дмитрий Петрович Глебов,84a18e6f-5260-4fd2-a614-8cf93014ceea,,Person,0,[],0
7534,М. Пилипов,23f233cd-927d-4773-975f-052417cc7522,,Person,0,[],0
7535,KISSRARE,b801882d-2390-4228-aa6d-b236d7cd6f85,2GCbCBaZSAVtEevXKwVWft,Person,8,[],0
7536,Yaroslav Gerzhedovich,e89f7f6e-fa35-4f72-80c2-9a83e98282e6,,Person,0,[],0
7537,Николай Девитте,27198fac-ddb1-4a41-abff-0d9bc5e360c6,,Person,0,[],0
7538,Пётр Власов,7cbf6555-3818-4b71-b3d3-ccec36b52c6a,,Person,0,[],0
7539,Дмитрий Пуртов,dc894f12-cf31-4c2d-bc53-2d5d3fb09876,,Person,0,[],0
7540,Владимир Куйбышев,a5c3f836-d72c-4730-8d9f-252e180309e0,,Person,0,[],0
7541,Alexey Petrov,3111c7d0-4526-4e9a-b27c-6809844caa14,6vVfHIGHrZmfgDmQheLLjI,Person,4,[],3
7542,Юрий Данилов,8d911f4f-946d-432e-9a26-5252277d3556,,Person,0,[],0
7543,Александр Василевский,3441009e-c48d-41b2-8cb4-a2a78d1e3c6d,,Person,0,[],0
7544,Пётр Тихонов,dec6b7cd-7fc5-48b8-a5c1-d5eedd0c3259,,Person,0,[],0
7545,Алексей Ермолин,43e788a9-1471-4daa-9626-c1e354abebce,44cAE8AwLyZDr095KXtzTd,Person,2,[],0
7546,Виктор Тарасенко,d3d74680-9d8f-4a5d-b9d5-e71abfecf48a,,Person,0,[],0
7547,Дима Пилот,f53b46f3-e437-4728-809d-ce25233c662d,,Person,0,[],0
7548,Michael Miropolsky,9d9ee745-8a9b-43d0-8747-edf9be4b4620,1rijtzNlwd01nFKF0gjMvQ,Person,0,[],0
7549,Татьяна Пельтцер,1cb4f329-69f0-44fe-a97b-180f820d22ee,7Asz2wfHsyJrcOFb8KRepq,Person,1,[],1
7550,Игорь Ефимов,361f50a8-9c40-495b-9687-694432f323b9,,Person,0,[],0
7551,AlvaSet,c2e852f1-9f18-4d72-b870-790184cfc050,4o43d8XbIhNhlVGqFe7s8e,Person,135,[],37
7552,Namiros,c236881d-e5a4-4144-8d56-4b39ffcd7272,3ntfxXBlYkRROc8NZ2D5ko,Person,385,[],51
7553,Hasthur,1bb6aa47-2b29-44bb-be22-c79c21b81409,126FigDBtqwS2YsOYMTPQe,Person,318556,"['dayton indie', 'emo', 'neon pop punk', 'pop punk', 'post-hardcore', 'screamo']",57
7554,Язнур Гарипов,8794508d-3d17-4564-9c4b-aad2b7929ff2,,Person,0,[],0
7555,Сергей Ефимовых,855ee864-ec1a-480f-b1dc-d37f7abebdae,,Person,0,[],0
7556,Илья Бородин,caed9d3b-d2c0-42b6-90dc-6e26b6454d8b,,Person,0,[],0
7557,София Нижарадзе,ff6e9cbd-ef11-4166-bfb8-93ebdf4e6463,,Person,0,[],0
7558,Иван Котов,39eb9695-f9d6-414e-aa9f-cd4370161cc3,,Person,0,[],0
7559,Владимир Бочаров,ad6e380f-caa5-4c98-96ae-59e62a241d7f,47dsvS0jiuPa1VKiirdyjF,Person,31,[],6
7560,SourBoys,d84141b1-ac9a-476c-a0f6-49555d4a211f,76UhNshbIqN672WyxvBQz3,Person,7,[],9
7561,Ilya Soyer,98b8804b-62bd-4c80-a110-b4b566ee2cd9,3Im9HCUvqZ08hPDueisEpA,Person,0,[],0
7562,Данила Герасимов,5ca6ba66-fc8f-4a66-867b-91612b1f2102,,Person,0,[],0
7563,Artur Hearhadze,2d852c99-f667-4760-b59e-31de30a23397,0WqgSJFwWPcJgrTgM4pz3I,Person,0,[],0
7564,Александр Орищук,f95a59e1-3f7f-4a57-920c-1994004efad4,,Person,0,[],0
7565,Константин Долганов,7846919f-f072-4d12-9e12-f6009c7a7626,,Person,0,[],0
7566,Denis Stoyalov,c0f54845-2bcb-4ebf-aad0-5509857b2575,,Person,0,[],0
7567,Александр Михлин,7a41228e-c09d-4971-880a-89ec83b04915,,Person,0,[],0
7568,Olga Kolgatina,83108b68-906d-487f-b15d-e5ca489181b2,42qU5kbj83GRK9B3oHzkC9,Person,0,[],0
7569,А. Матюшкин,74013824-b20c-4c7a-8cc7-53b50f4743be,,Person,0,[],0
7570,Исай Александрович Браудо,b3d9bb7f-4543-47ec-ad94-e77b6c94b4f5,,Person,0,[],0
7571,Vlad Radostavin,139b16c8-f79d-4adb-8737-816d2f2a291a,,Person,0,[],0
7572,Zhenya Artemjev,fd1e3fe2-a771-4e37-aaa6-016ce9ec1b94,,Person,0,[],0
7573,Илья Шкелев,5ccf7585-0d93-4441-8991-f21321e8e20b,,Person,0,[],0
7574,Семен Фролов,be020879-501f-4a88-bcd9-d96a4cfc1f73,72igIck8ToPfcpxS6lqFM9,Person,125,[],1
7575,Andrei Ryabov,a776cd4c-b613-4ad9-b8e2-f3913a02f507,,Person,0,[],0
7576,Николай Языков,a29bac17-f387-47ef-b415-185029570450,,Person,0,[],0
7577,kommunikaция,79b43314-8b05-4e95-bb71-ece582b93fac,0VLxBcaRNmoXJTzueiA2z0,Person,60,[],0
7578,Сергей Гончаренко,0a34adb7-d14f-418a-89fa-afb34e3eb36c,,Person,0,[],0
7579,А. Ромицын,2a255e45-86e1-4ced-93a7-ba582438fe20,,Person,0,[],0
7580,Александр Гасилов,f1adf142-665a-43ee-806f-48d34ee4fa01,,Person,0,[],0
7581,Сергей Сарычев,d1b16af2-7fc6-4e1c-b000-3cc3cb1e9bf1,,Person,0,[],0
7582,Стас Корнеев,1876cb02-6cae-4719-b762-35d3e94a53f2,,Person,0,[],0
7583,Аркадий Голубков,580671af-f783-413e-8dad-e44f8147cf7f,,Person,0,[],0
7584,Павел Соколов,c4bd003c-1899-4bb7-90a5-58c394ef925d,69mL68ilYRqwOjaGjEy8bA,Person,105,[],28
7585,Darkness,9eecc38c-eb38-4edf-8011-ed26c1fa5a15,5r1bdqzhgRoHC3YcCV6N5a,Person,290669,"['glam metal', 'hard rock', 'rock']",60
7586,Dmitry Shishkin,ad7850af-3840-4d89-9727-25dd7c2770cf,1QYiHVm2SP1dY8d9XMnrVR,Person,583,['russian classical piano'],11
7587,Д. Логачëв,365438b5-79e1-4d23-bcf2-3cb766346d78,,Person,0,[],0
7588,Александр Андрюшкин,44f40679-c6e7-4104-9667-3d423a0c9dcb,,Person,0,[],0
7589,Dmitry Polukhtin,4d1b8c48-0471-4503-81ac-aef0b10877f1,74tHpafowDAoh4rmgGSxbO,Person,9,[],3
7590,С. Попков,89d5a3c8-ec06-47ab-9753-6ded650f9252,409DWq68EZZUoSvvFJ0Jax,Person,0,[],0
7591,Сергей Байбаков,8d291000-a961-4494-85b2-e66c56eca85a,,Person,0,[],0
7592,Юрий Ефимович Чирков,a9e9c2da-6794-4119-91e9-684f766f8e1e,,Person,0,[],0
7593,JELLYECAPS,a60143b0-13e1-4206-aab0-7c452cfce103,,Person,0,[],0
7594,ALTO.REAL,2b983a22-7572-4118-84a5-88e2b185ba08,6LVPCLb7sLjaAnAoMMwKrq,Person,7,[],0
7595,HUNGRY BOY,1948b489-150e-40fe-8145-f5fa0c8a3155,4mT5U7H0j1XIthWgJiZuUP,Person,1,[],0
7596,А. Кудрявцев,50b5af3c-1b73-4541-b25f-880cee5b168f,1vSfJ1TBYnhfNCyN0unxUE,Person,0,[],0
7597,Сергей Кальварский,6fe6642c-a3db-412a-af88-92ecaaecc4b2,,Person,0,[],0
7598,D Trippy Mane,71445f56-93dd-442f-b315-f90e8e220afe,6KsJAR5D7Zxvn5R3LzDbU5,Person,2,[],2
7599,Расел Рахман,c48e553d-8543-4805-aa92-1b081209a4ef,,Person,0,[],0
7600,ФАЗИБОЙ,e88e6d19-bd5c-4fc1-a33b-b199cb856627,1uKkL0LT7gVoDMUFBxsLAp,Person,4,[],0
7601,УТИЛЬ,52ba2d2d-88ad-4797-afc8-65fd20ba11b8,5a6X0Eq1xKMGZT7wtvuoeC,Person,80,[],7
7602,CHUDO,239f7eb9-27fc-4970-a094-cd55bb66e990,3fQP5a7SIC91kV4N8AOy53,Person,42323,"['colombian hip hop', 'colombian rock']",55
7603,VINDU,2ac132e3-e2e6-49fb-aa3c-8190588a00f7,2CRx4wZoJ1wJLX6DtKJpej,Person,3950,"['bosnian electronic', 'japanese chillhop']",49
7604,Gwap Crab,e1d95759-0282-43ad-9fdf-062bbf0d92b1,,Person,0,[],0
7605,RARELXRD,658db18d-c96d-47d4-9dee-0d4edb19a812,,Person,0,[],0
7606,DVN4ENKX,1280571f-f45d-4b8a-832e-4b09a0cfee9a,5dWuwRECgsnj5LVbSblwbs,Person,0,[],0
7607,SHVRP PRICKLES,c0cb2234-b04a-4ed3-9300-7f4ba01bdc5f,4vyP535VWbdxNJWnVYmucZ,Person,6,[],0
7608,Наталья Сидорцова,1801de7b-0142-498a-8d36-95c09e836130,4aGBCGAKO3VbBAr650UL8z,Person,5,[],0
7609,Ольга Ворожцова,195b7e2f-664e-4c78-94ea-ef7d32084f1f,,Person,0,[],0
7610,Tatyana Kanevskaya,fb36744d-4439-4672-ba31-ac37d1078b57,,Person,0,[],0
7611,Эмиль Газеев,03fdd3e6-52c5-4bce-a64b-284649ba9265,,Person,0,[],0
7612,Дмитрий Ткач,e919a241-f6b1-4085-859a-e67080045bd2,38ZgqMGwpyiI0zw6xlnZFs,Person,1,[],0
7613,Анна Ветлугина,b401fb69-de07-4d2d-9f78-f32a4d462086,,Person,0,[],0
7614,Valeriy 'Valerik' Orlov,605ee8f1-cdc4-450f-8e56-5300b7203521,,Person,0,[],0
7615,Нина Молодцова,662a03bd-757a-4e39-8e8e-013729572592,,Person,0,[],0
7616,Сергей Жильцов,5c774d19-ddc4-48da-8278-2adb84323575,,Person,0,[],0
7617,Александр Шевцов,b10dd28f-ede3-47c3-9c14-a74daac40220,3wz9cvZLUqhBnP354rvcHM,Person,0,[],0
7618,Lumefealle,2e0e04b7-bb7d-44ef-8d59-9b2718daa4c5,,Person,0,[],0
7619,Лев Львович Солин,3d87e9bc-dddf-4e48-95d5-fb03147fa157,,Person,0,[],0
7620,Андрей Белый,6334cc73-eb01-4794-81fb-e19aa25ee07f,,Person,0,[],0
7621,Юлия Усова,9741e1b7-899d-4e1f-851b-919f52671051,,Person,0,[],0
7622,Пётр Сергеев,d8c22e12-f902-4ee2-a628-ecd0818d2944,3DZ13Zmaj8ZzI55aUZb4tA,Person,0,[],0
7623,Vlada Borovko,13dcff61-b239-4a88-8c34-c1286038557a,,Person,0,[],0
7624,Силуан Афонский,5338fe1b-7681-49d6-9f47-5dbbc4d1e6f8,,Person,0,[],0
7625,Владимир Сокальский,56d76bf2-2bc7-4863-be25-fc4c1c0f583a,,Person,0,[],0
7626,Виктор Динов,f42a665d-7ea8-4b44-9247-80c0b8f51891,,Person,0,[],0
7627,М. Гурджия,9bf6d429-e425-41ca-bfa0-dcb568b716e9,,Person,0,[],0
7628,Г. Вал,d16ee1c6-3826-42af-a19b-74c2230cd981,2LxnoYPOe0FCLC82R3xgO2,Person,19377,"['classical', 'classical performance', 'orchestral performance']",60
7629,Олег Абрамов,0a5c10d8-a432-4d8a-8131-673b75add874,75eQqvhht31FHbZRsDpsRs,Person,3,[],0
7630,Анна Верхоланцева,9135d244-80e9-4994-94e4-8741d8bb45c8,,Person,0,[],0
7631,М. Белицкий,5430f19c-41a2-4bc2-b1b3-995dfd8840d2,,Person,0,[],0
7632,Андрей Пискунов,37984410-c704-4ed5-b87c-093d07001f47,,Person,0,[],0
7633,Dmitri Usatov,093d978c-1071-4ae4-ad23-c30ac5d03a72,,Person,0,[],0
7634,Пётр Корсунков,eeee8079-bec6-456d-b671-43ca1e2f00b0,,Person,0,[],0
7635,Мария Лебедева,a2a546b1-08af-466c-aa67-ba4e99745b62,,Person,0,[],0
7636,Татьяна Марчук,5fde6c37-0e7d-484a-813d-0c280aa451fc,1VLzIfrbgAIv1iV5Psm0ZZ,Person,2,[],1
7637,Алексей Хабаров,1e441d29-d8fc-4863-8a32-08f2819fd4c5,56OHhtIx7BYhc6v2Yc2nnS,Person,6,[],0
7638,Лиза Иванова,bcb2e590-af50-4058-8460-d3bb53ee5b83,,Person,0,[],0
7639,Алексей Вознесенский,d987932d-6284-4df8-88f3-68045ecfd7cc,,Person,0,[],0
7640,Вадим Мардихаев,86effd43-5705-498a-af74-5cf0d8c3104b,,Person,0,[],0
7641,Аля,fab11d50-f67c-429d-9ce5-5a61f260748f,2mDlFcPtgXtLF1gEshEInh,Person,144865,"['spanish new wave', 'spanish pop', 'spanish synthpop']",58
7642,Алексей Ушаков,a250c88e-c8d5-43d3-8149-f6626bae9614,0qNiLs9uvMi5OKUe1tWf6s,Person,0,[],0
7643,Александр Груздев,f74bde76-f8f6-48be-9187-6d663a7ff8ba,6lMPrbP4QZhPCEsGJXdW4l,Person,2,[],0
7644,Василий Степанович Курочкин,5b7c2170-9d78-404b-84b6-6176b3fc9046,,Person,0,[],0
7645,Vladislav Malkov,15c5f1e5-5926-4338-ae49-5979a29f5c80,,Person,0,[],0
7646,Kusas,a55d1d44-692c-481d-8e56-89af0b5f5517,3VcaBezSFVJHqylrhaYun2,Person,85050,"['lo-fi beats', 'lo-fi chill']",62
7647,Макс Костюнин,58cafde0-19fc-4e09-baf8-2a0013213947,,Person,0,[],0
7648,Г. Гневашев,817802cc-e0d3-48c2-88e4-b16f91baf63b,,Person,0,[],0
7649,Arseny Tarkovsky,f8dc0fba-0dba-4ec8-83be-4e8121a89e22,,Person,0,[],0
7650,Анастасия Цайдер,e693a3b9-bbde-45d9-848b-e212a1e74727,,Person,0,[],0
7651,Iliya Sitnik,d99d6eff-1a27-4afb-adf3-ba967eeddf98,,Person,0,[],0
7652,Evgenij Soloviev,69a9e5d5-39fd-49d2-b103-8f042ecd429c,,Person,0,[],0
7653,Алексей Николаевич Титов,a773e376-4a1e-49f8-9f05-637d13d5d263,,Person,0,[],0
7654,Boris Acrchimovich,cda570eb-ef5b-4db6-bc27-53d9d09a79ff,,Person,0,[],0
7655,Екатерина Сенявина,15f98c61-bc9c-4ac4-8002-dc2f0d798fa9,,Person,0,[],0
7656,Станислав Иголинский,11a9230b-c9eb-477a-9964-8edeeac32496,,Person,0,[],0
7657,Ivan Pomazansky,fc8d8712-2bde-4546-a4af-58ff9d43287a,,Person,0,[],0
7658,Феликс Гурджи.,53705680-2a6b-4013-b4a3-acc7f4487f41,,Person,0,[],0
7659,Елена Юданова,36af5a6a-cea4-44a3-9b6f-3959d8e3c074,,Person,0,[],0
7660,Mikhail Tarasov,9f3a416a-7205-4fda-9f04-17413f6047f9,,Person,0,[],0
7661,Константин Фролов,a8f0ad8a-7e52-4b17-9da9-091923c77ebf,4WhyWVqevPUDOSm4ilSFu4,Person,0,[],0
7662,Sviatoslav Moroz,d0e6518b-ed57-4b2c-9ee9-a0a205dad044,,Person,0,[],0
7663,Ilya Bannik,f6052b6e-d654-42ce-aa5a-f7515750325c,6QFKfo13rWl5379yjsPUJU,Person,6,[],16
7664,Саша Ом,73484517-cbf8-4806-8c2b-dff87e184453,,Person,0,[],0
7665,Сергей Харин,57b74b7a-e9a3-4e53-aabf-80473e23f5a9,,Person,0,[],0
7666,Александр Левшин,1b39511d-ca1c-483e-8786-068e42121aca,4zgViaYS152RYIJqZbnFCe,Person,5,[],0
7667,Лариса Дрёмина,8e438306-53a9-435d-bd43-b5bca9bc8bd9,,Person,0,[],0
7668,Ованес Налбандян,1911fdd2-b391-41ba-835c-aa374b5231d5,,Person,0,[],0
7669,Nina Vassilyevna Varzar,487468bd-8898-43aa-93c4-781021048738,,Person,0,[],0
7670,Maria Krestinskaya,dae702ac-c51c-4f06-9a0f-f6a0f2ca33f1,58tChmck2wos8PgwYPRQJf,Person,14,[],4
7671,Тимур Сигидин,a706e8c0-f2e1-45f3-9f0f-19a57977b670,,Person,0,[],0
7672,Алексей Белкин,cf6618f2-88ae-4470-aaa8-d6d352c40226,0o7nBQVlNpChjZ44v9fObh,Person,0,[],0
7673,Алексей Скоссырев,47ea9722-58f7-46a4-a066-d168f5d68e1d,,Person,0,[],0
7674,Анатолий Васильев,f4aa3a5b-9342-4a8b-ba5e-6647a887de69,,Person,0,[],0
7675,Дмитрий Шихардин,bdcf323b-0ad3-45ca-b2e0-cab929ad5790,,Person,0,[],0
7676,Сергей Макаров,411ee3c2-302e-4cdc-86ea-55876d4920e4,1iV1SOLuZ1ZXRP295tjuOQ,Person,0,[],0
7677,Павел Карпенков,147a8e49-8e7b-4b40-ba31-bea7f4755033,,Person,0,[],0
7678,Валентина Талызина,1321c437-3d8a-4d51-a9e6-f9835b64fd3d,7qYr9ii3ImOtNgwx9O2vDX,Person,4,[],8
7679,Константин Мустафиди,447e2917-bd8b-488a-9f8d-5c8f5929ed69,,Person,0,[],0
7680,Никита Коломин,d7031707-a70f-4a2f-af2e-e5d52d7e8591,,Person,0,[],0
7681,Daria Gorban,cce18876-4472-48c1-a3f1-4cefd59f17ff,7ieC7QwZIeh4XdCoXYz0Yh,Person,0,[],0
7682,Бобунец С.,5eefb2f1-5bab-4e69-b3ab-91eb55a33367,6YorQafkKpZZunrP55N2x2,Person,6938,[],43
7683,Bronisław Dobrzyński,78f3c145-d1ee-4c61-847a-ea52f2f77cd6,,Person,0,[],0
7684,Mikhail Vrubel,25da0f49-fa38-4cc0-b0f1-7ac74e4cbf1c,,Person,0,[],0
7685,Svetlana Sozdateleva,4f192208-4013-4d84-a87d-2d7e19314f75,,Person,0,[],0
7686,Dmitri Vlassik,5968e376-c5bc-407a-8dab-33cb18fed297,236N1fAHLS2cCl8Kebf3Ww,Person,1,[],1
7687,Andrey Doynikov,fbb6d37d-8996-4216-bc19-90dc57ca89a6,7gc63jMpviztXGasukVkyh,Person,1,[],1
7688,Dmitry Ulyanov,cbbf2d7c-908f-48ae-9782-e5966adb1e03,6HR7fbZlE7Rynm39bLkQX4,Person,1,[],2
7689,Анастасия Креслина,b6d65501-ba42-4f94-a29b-fc8ad49e70e8,,Person,0,[],0
7690,Николай Костылев,8977c5e7-184d-4be0-8bd3-798dd2d8b40b,,Person,0,[],0
7691,Александр Симоновский,9038524c-8b2d-408f-9d21-5e9476d2888c,06te3ZIIDqiGKUV9BbaQPX,Person,1,['eastern bloc groove'],0
7692,Максим Богоявленский,5df6f0dc-14f3-4e88-8964-e036de0b127c,,Person,0,[],0
7693,Таня Rush,4a69df41-d6ba-4cbb-a4cc-f25f6599e24b,,Person,0,[],0
7694,Felix Gurszhi,7a76332d-323c-4e51-9eb7-28a45bb03af3,,Person,0,[],0
7695,Марсель Гонсалес,6933ec5f-60ed-4620-8a4f-3db6e8f91ff7,,Person,0,[],0
7696,Денис Шавыров,7be88503-0d04-4689-915b-ca586bf356f8,,Person,0,[],0
7697,Тамара Кушелевская,2fa22290-2ffa-4c33-b4c3-df54a360e806,,Person,0,[],0
7698,Сергей Климов,d6c904c7-f32e-4291-beb8-b66f977cf37f,,Person,0,[],0
7699,Евгений Казарян,d6d3d3fd-4657-4f07-84c6-083c31bdd5ff,,Person,0,[],0
7700,Taraz,22bb057a-9738-4869-b3c4-ba9149e54e15,4NOCL2yUVvIgGXFPuLRbLf,Person,960,[],42
7701,Даня Гражданкин,fc40a96a-b055-422a-9442-d2c316be6d98,,Person,0,[],0
7702,Адель Хайруло,178a08b9-fce4-47c7-9774-cbd43b14e3e5,,Person,0,[],0
7703,Илья Зинин,90baf9a7-dfbd-42e1-8092-d690e824832a,,Person,0,[],0
7704,Павел Макаров,c072f396-7c82-4e18-8e65-c850a2d1d150,,Person,0,[],0
7705,Константин Сомов,551e252e-6b2c-4eec-bd4e-d44e6f14f816,,Person,0,[],0
7706,Pavel Usanov,decfdac1-4bbb-41b3-936b-0fd2128853c2,,Person,0,[],0
7707,Сергей Григорьевич Голицын,4517c4f1-72da-4195-81d7-6c3615fedd20,,Person,0,[],0
7708,Alexej von Jawlensky,20a846d1-a52a-4044-a5d9-1cfa076e55af,,Person,0,[],0
7709,Alexander Villoing,1d269980-c689-4c94-bb81-f6a5426443a4,,Person,0,[],0
7710,RainMan,9927e588-a5d3-4759-b64a-7378da5a9fc9,61o9eNXoFEawEPtihuZ02b,Person,808,[],21
7711,Степан Матвеевич Аренский,1c4878ea-d4ef-4281-a3ca-afe2f96bbeba,,Person,0,[],0
7712,Павел Антипович Потехин,3a22b3e2-dc5b-4128-95b7-ddd11d575f9e,,Person,0,[],0
7713,Artur Avanesov,f9df1234-42cf-4282-9bf2-b08e45f8c16a,0Wc36XDe0krPPA8pTIMU88,Person,26,['caucasian classical'],6
7714,Toxic Waste,bdca1a76-0c4e-4cbc-88f7-8cce0d391bdf,4yhldjy6qPR9xWpdGYOfbm,Person,379,['anarcho-punk'],4
7715,Nemo2D,6c07c2e2-417a-4e15-bc98-0e59ee978f5e,7qWIG5JLwc0AEqlSdbRO0B,Person,5343,[],37
7716,Леонид Харитонов,ce6de3e2-737c-4e12-95e5-d269b97deae9,1gSwG1xzSe3YMUeulw8b7Q,Person,86,[],7
7717,Ольга Меганская,a3b2e240-da8e-4abb-a4ed-85e46056d1e9,,Person,0,[],0
7718,Anatoli Liubimov,7d45f8a4-eb9f-40f2-87de-60b0031ffd40,0ggYd9NsbPNrTFHM99PvLB,Person,4,[],19
7719,Arches,0616f4c8-2ae2-467e-92f0-91be1b1cc211,5182IjjIsneVpAFQWvpVIJ,Person,65,[],21
7720,Uriy Markin,3bb74f05-aac9-4626-92be-f7a29836cbdc,,Person,0,[],0
7721,Тимур Еналиев,d9270e9f-f4d5-4f4c-951f-e255a97a584c,,Person,0,[],0
7722,Владимир Переведенцев,db078ca0-c580-40e4-89bb-76a1d49d8112,,Person,0,[],0
7723,Александр Артюх,41672ab2-8b9b-4ee3-b572-2c0e581076f0,,Person,0,[],0
7724,Алексей Владовский,3dfff1c3-4d92-4ea6-9bd3-9a601f6063fe,,Person,0,[],0
7725,Дмитрий Винников,276119bf-6c9a-4efe-964d-ae6ecb871b3f,,Person,0,[],0
7726,Aor,32787217-e035-4c94-926f-4354f03e7b5f,66CXWjxzNUsdJxJ2JdwvnR,Person,51647205,"['dance pop', 'pop', 'post-teen pop']",94
7727,Vladimir Fomin,fcf3fca9-14d6-423d-8d01-cfc6d9566ab1,,Person,0,[],0
7728,Philosopher,d32d8e79-3c33-4ab7-a693-d5136f59f435,4sZuxReLvqjNn4saLsHGXQ,Person,5,[],32
7729,Paul Von Aphid,e161397b-9472-4d77-903c-49a8142eba50,,Person,0,[],0
7730,Cheney Weird,3c7ef17b-7888-4ba2-8060-43df5268eaa7,7kvkLXaqo4tfzS7tZvVXkJ,Person,121,[],8
7731,Борис Лазаревич Клюзнер,6eebc950-4633-4878-96fe-aa8ed95b0a22,,Person,0,[],0
7732,Ян Лемский,0962e38e-8c73-4322-acc1-5ebb13bf9c81,,Person,0,[],0
7733,Phobos,d3053d9a-79c2-43f7-983d-f61a16d3134b,5fOtHy48rJgOw3eimrohoI,Person,69707,[],51
7734,Сергей Вырвич,629d4665-a0bb-43e7-9001-925efb508b2f,,Person,0,[],0
